usuario,texto,entidade_mencionada,score_sentimento
f436cb6f-b331-4a0c-ba41-567a1f74ef05,felicidades,Felicidades,0.5106
f436cb6f-b331-4a0c-ba41-567a1f74ef05,boa sorte pro pessoal da setapp,Secom,0.6124
f436cb6f-b331-4a0c-ba41-567a1f74ef05,boa sorte pro pessoal da setapp,Pro,0.6124
f436cb6f-b331-4a0c-ba41-567a1f74ef05,boa sorte pro pessoal da setapp,Setapp,0.6124
f436cb6f-b331-4a0c-ba41-567a1f74ef05,ansioso pelos minucursos,Secom,0.3612
86cc2ad1-6ef4-4b63-8d8f-c512cc96589d,o app melhorou mto de ano passado pra esse ano,App,0.0
86cc2ad1-6ef4-4b63-8d8f-c512cc96589d,o app melhorou mto de ano passado pra esse ano,Mto,0.0
45025e25-714c-447c-ad00-3f2880882d2b,ansioso pelo coffe break,Coffe,0.3612
45025e25-714c-447c-ad00-3f2880882d2b,ótimas palestras,Palestras,0.6705
02af807d-7123-444e-b61e-89eaf92be60f,ansioso pelos jogos da gamejam,Gamejam,0.3612
45025e25-714c-447c-ad00-3f2880882d2b,ótimas palestras,Palestras,0.6705
5bc436a4-ec67-4216-87a7-d9152877d21f,tô gostando mt das palestras,Palestras,0.0
5bc436a4-ec67-4216-87a7-d9152877d21f,a maratona foi mt divertida,Maratona,0.4019
96a82185-2b89-4f00-9bf9-ab5b2fa5c8ce,"syndle sempre presente na secom, muito boa a palestra",Secom,0.7096
96a82185-2b89-4f00-9bf9-ab5b2fa5c8ce,"syndle sempre presente na secom, muito boa a palestra",Palestras,0.7096
d0881343-b903-4573-aee3-c821f2e201de,"muito boa a maratona, gostei das questões",Secom,0.7003
d0881343-b903-4573-aee3-c821f2e201de,"muito boa a maratona, gostei das questões",Maratona,0.7003
d0881343-b903-4573-aee3-c821f2e201de,muito boa a palestra da setup,Setup,0.4588
d0881343-b903-4573-aee3-c821f2e201de,muito boa a palestra da setup,Palestras,0.4588
d0881343-b903-4573-aee3-c821f2e201de,muito boa a palestra da sydle,Sydle,0.4588
d0881343-b903-4573-aee3-c821f2e201de,muito boa a palestra da sydle,Palestras,0.4588
b843c3db-fc8f-45a6-8322-19b87391fa20,a maratona de programação desse ano vai ser acirrada,Programacao,0.0
b843c3db-fc8f-45a6-8322-19b87391fa20,a maratona de programação desse ano vai ser acirrada,Maratona,0.0
b843c3db-fc8f-45a6-8322-19b87391fa20,ansioso com o resultado,Resultado,0.3612
b843c3db-fc8f-45a6-8322-19b87391fa20,a maratona de programação desse ano foi incrível,Programacao,0.6705
b843c3db-fc8f-45a6-8322-19b87391fa20,a maratona de programação desse ano foi incrível,Maratona,0.6705
b843c3db-fc8f-45a6-8322-19b87391fa20,"sydle sempre marcando presença, amo ❤",Secom,0.6705
61070f87-e362-47bc-b690-aa075a9fd9b7,gostei muito da palestra,Palestras,0.4215
a9d36446-c85c-43d3-bccf-8084d2231951,não entendi muito da apresentação da sydle,Sydle,-0.296
a9d36446-c85c-43d3-bccf-8084d2231951,não entendi muito da apresentação da sydle,Palestras,-0.296
d13dce39-51a4-4170-8b39-f06cb1f6adf6,ansiosa para o coffeee break,Break,-0.1531
d13dce39-51a4-4170-8b39-f06cb1f6adf6,ansiosa para o coffeee break,Coffee,-0.1531
3e72f254-acab-4aec-ad73-bf9dff9c21ad,ótima palestra,Palestras,0.6705
3e72f254-acab-4aec-ad73-bf9dff9c21ad,assunto muito interessante,Secom,0.4019
d13dce39-51a4-4170-8b39-f06cb1f6adf6,quero muito ganhar algum sorteio,Secom,0.7506
7568d4e3-7c42-4c07-9246-161f8f144017,cada coffe break uma surpresa,Coffe,0.2732
7568d4e3-7c42-4c07-9246-161f8f144017,cada coffe break uma surpresa,Surpresa,0.2732
9cd6db67-067e-45e7-8db9-db3f3a10afc6,a palestra ontem me ajudou a procurar estágio,Secom,0.0
9cd6db67-067e-45e7-8db9-db3f3a10afc6,a palestra ontem me ajudou a procurar estágio,Palestras,0.0
7568d4e3-7c42-4c07-9246-161f8f144017,ansioso para a segunda palestra,Palestras,0.2263
37ec55d9-b848-47bd-9a33-f64afd2dd867,mto bom,Mto,0.4588
ad08e116-810d-4533-a7c6-9782fcb55f6d,sydle,Sydle,0.0
9cd6db67-067e-45e7-8db9-db3f3a10afc6,as palestras são legais,Palestras,0.0
96a82185-2b89-4f00-9bf9-ab5b2fa5c8ce,palestra sydle one a melhor da secom,Secom,0.4404
9cd6db67-067e-45e7-8db9-db3f3a10afc6,achei interessante a solução da sydle,Secom,0.6124
9cd6db67-067e-45e7-8db9-db3f3a10afc6,achei interessante a solução da sydle,Sydle,0.6124
96a82185-2b89-4f00-9bf9-ab5b2fa5c8ce,maratona de programação hoje estava bem difícil,Programacao,0.1779
96a82185-2b89-4f00-9bf9-ab5b2fa5c8ce,maratona de programação hoje estava bem difícil,Maratona,0.1779
667d742e-3fdf-457b-b63c-7a8befc9bee4,a apresentação da setapp foi muito boa,Setapp,0.4588
667d742e-3fdf-457b-b63c-7a8befc9bee4,a apresentação da setapp foi muito boa,Palestras,0.4588
667d742e-3fdf-457b-b63c-7a8befc9bee4,a palestra da sydle foi super relevante,Sydle,0.5994
667d742e-3fdf-457b-b63c-7a8befc9bee4,a palestra da sydle foi super relevante,Palestras,0.5994
96a82185-2b89-4f00-9bf9-ab5b2fa5c8ce,campeonato de esports tá muito bem feita,Campeonato,0.6124
7d582411-e617-4105-8edf-bca7ee066eca,a palestras estão muito boas,Palestras,0.4588
96a82185-2b89-4f00-9bf9-ab5b2fa5c8ce,"campeonato de esports poderia ter mais times, ano que vem podem aumentar a quantidade de times",Secom,0.6369
96a82185-2b89-4f00-9bf9-ab5b2fa5c8ce,"campeonato de esports poderia ter mais times, ano que vem podem aumentar a quantidade de times",Campeonato,0.6369
96a82185-2b89-4f00-9bf9-ab5b2fa5c8ce,"campeonato de esports poderia ter mais times, ano que vem podem aumentar a quantidade de times",Tarde,0.6369
9cd6db67-067e-45e7-8db9-db3f3a10afc6,quero entrar na sydle kjkkk,Sydle,0.0
7d582411-e617-4105-8edf-bca7ee066eca,tá muito frio os ar condicionado,Frio,0.0
a6ec5f50-aa66-4ad4-8b97-10a6f9eacaad,amo o cifra club,Secom,0.6705
a6ec5f50-aa66-4ad4-8b97-10a6f9eacaad,amo o cifra club,Mesa,0.6705
c0f15389-3383-4e94-b413-2fd78bcd0b68,excelente sydle one,Sydle,0.6249
c0f15389-3383-4e94-b413-2fd78bcd0b68,geral tem gato,Gato,0.0
c0f15389-3383-4e94-b413-2fd78bcd0b68,700 horas de rocket league mds,League,0.0
c0f15389-3383-4e94-b413-2fd78bcd0b68,700 horas de rocket league mds,Rocket,0.0
c0f15389-3383-4e94-b413-2fd78bcd0b68,700 horas de rocket league mds,Dms,0.0
c0f15389-3383-4e94-b413-2fd78bcd0b68,700 horas de rocket league mds,Tarde,0.0
ad08e116-810d-4533-a7c6-9782fcb55f6d,adote um gato,Etica,0.0
ad08e116-810d-4533-a7c6-9782fcb55f6d,adote um gato,Gato,0.0
ad08e116-810d-4533-a7c6-9782fcb55f6d,todo mundo na studio sol tem um gatinho,Sol,0.0
ad08e116-810d-4533-a7c6-9782fcb55f6d,todo mundo na studio sol tem um gatinho,Pessoas,0.0
ad08e116-810d-4533-a7c6-9782fcb55f6d,todo mundo na studio sol tem um gatinho,Studio,0.0
ad08e116-810d-4533-a7c6-9782fcb55f6d,todo mundo na studio sol tem um gatinho,Gato,0.0
e20a2ffa-39db-4246-8766-1c3a6ddc4c7e,muito bom a plaestra,Secom,0.4588
e20a2ffa-39db-4246-8766-1c3a6ddc4c7e,muito bom a palestra,Palestras,0.4588
e20a2ffa-39db-4246-8766-1c3a6ddc4c7e,conteúdo muito interessante,Secom,0.4019
4a38eef3-4375-45b4-b386-649cb518c20b,"gente, qual é o shampoo que o patr- rodrigo usa",Secom,0.0
4a38eef3-4375-45b4-b386-649cb518c20b,"gente, qual é o shampoo que o patr- rodrigo usa",Pao,0.0
4a38eef3-4375-45b4-b386-649cb518c20b,"gente, qual é o shampoo que o patr- rodrigo usa",Shampoo,0.0
913cf695-2ce7-40c2-a996-ce8bff7ee32c,amando as palestras,Palestras,0.6124
a5551753-5cda-4641-bc94-7d92707ef19c,os goats da studio sol & letras novamente,Goat,0.0
a5551753-5cda-4641-bc94-7d92707ef19c,os goats da studio sol & letras novamente,Sol,0.0
a5551753-5cda-4641-bc94-7d92707ef19c,os goats da studio sol & letras novamente,Studio,0.0
a5551753-5cda-4641-bc94-7d92707ef19c,os goats da studio sol & letras novamente,Nota,0.0
913cf695-2ce7-40c2-a996-ce8bff7ee32c,parabéns para a gláucia,Glaucia,0.5106
913cf695-2ce7-40c2-a996-ce8bff7ee32c,"comissão organizadora, tudo perteito",Secom,0.0
a5551753-5cda-4641-bc94-7d92707ef19c,poderia ter mais palestras da tarde da indústria,Empresa,0.0
a5551753-5cda-4641-bc94-7d92707ef19c,poderia ter mais palestras da tarde da indústria,Palestras,0.0
a5551753-5cda-4641-bc94-7d92707ef19c,poderia ter mais palestras da tarde da indústria,Tarde,0.0
98d481f0-cfc5-4976-9bfb-61e179be6958,maratona de programação apesar de difícil foi muito divertida,Programacao,0.3182
98d481f0-cfc5-4976-9bfb-61e179be6958,maratona de programação apesar de difícil foi muito divertida,Maratona,0.3182
c922b921-1305-4fe3-b76c-649887d97eb4,vocês costumam trabalhar mais com melhorias em projetos antigos ou com implementação de novos projetos,Secom,0.3182
c922b921-1305-4fe3-b76c-649887d97eb4,vocês costumam trabalhar mais com melhorias em projetos antigos ou com implementação de novos projetos,Melhorias,0.3182
c922b921-1305-4fe3-b76c-649887d97eb4,vocês costumam trabalhar mais com melhorias em projetos antigos ou com implementação de novos projetos,Projeto,0.3182
c922b921-1305-4fe3-b76c-649887d97eb4,com a implementação das ias dentro da empresa vocês acham que a contratação de estagiário/juniores diminuiu,Secom,0.0
c922b921-1305-4fe3-b76c-649887d97eb4,com a implementação das ias dentro da empresa vocês acham que a contratação de estagiário/juniores diminuiu,Juniores,0.0
c922b921-1305-4fe3-b76c-649887d97eb4,com a implementação das ias dentro da empresa vocês acham que a contratação de estagiário/juniores diminuiu,Empresa,0.0
47cacf3f-e0f2-421b-a645-5e0efd6cc615,pessoal boca suja do studio sol,Sol,0.0
47cacf3f-e0f2-421b-a645-5e0efd6cc615,pessoal boca suja do studio sol,Studio,0.0
c922b921-1305-4fe3-b76c-649887d97eb4,pra entrar na empresa você tem que entender de música,Secom,0.2732
c922b921-1305-4fe3-b76c-649887d97eb4,pra entrar na empresa você tem que entender de música,Empresa,0.2732
070db213-148d-45f2-8d8a-a0533d8ed2b1,estou amando as palestras,Palestras,0.6124
98d481f0-cfc5-4976-9bfb-61e179be6958,muito bom os palestrantes falarem sobre  sua jornada academia até conseguirem entrar no mercado de trabalho,Mercado,0.4588
98d481f0-cfc5-4976-9bfb-61e179be6958,muito bom os palestrantes falarem sobre  sua jornada academia até conseguirem entrar no mercado de trabalho,Palestras,0.4588
98d481f0-cfc5-4976-9bfb-61e179be6958,muito bom os palestrantes falarem sobre  sua jornada academia até conseguirem entrar no mercado de trabalho,Trabalho,0.4588
98d481f0-cfc5-4976-9bfb-61e179be6958,muito bom os palestrantes falarem sobre  sua jornada academia até conseguirem entrar no mercado de trabalho,Professores,0.4588
98d481f0-cfc5-4976-9bfb-61e179be6958,muito bom os palestrantes falarem sobre  sua jornada academia até conseguirem entrar no mercado de trabalho,Tarde,0.4588
4a38eef3-4375-45b4-b386-649cb518c20b,ai q fominha,Fominha,-0.4215
070db213-148d-45f2-8d8a-a0533d8ed2b1,time da studiosol nos,Studio,0.0
070db213-148d-45f2-8d8a-a0533d8ed2b1,time da studiosol nos,Tarde,0.0
070db213-148d-45f2-8d8a-a0533d8ed2b1,-esportes da secom quando,Secom,0.0
070db213-148d-45f2-8d8a-a0533d8ed2b1,-esportes da secom quando,Campeonato,0.0
3e72f254-acab-4aec-ad73-bf9dff9c21ad,muito legal a palestra,Palestras,0.128
91c06250-9999-4019-95bb-12b3cfebb7ca,muito legal as apresentações de hoje,Palestras,0.128
91c06250-9999-4019-95bb-12b3cfebb7ca,coffee break sempre superando as expectativas,Break,0.5423
91c06250-9999-4019-95bb-12b3cfebb7ca,coffee break sempre superando as expectativas,Expectativas,0.5423
a5551753-5cda-4641-bc94-7d92707ef19c,voto pro coffee break livre permanecer,Break,0.1779
30a1d1e4-da0d-4f67-9908-6bc16a47ebc4,os slides serão disponibilizados,Slides,0.0
30a1d1e4-da0d-4f67-9908-6bc16a47ebc4,vem promeu time de valorant,Valorant,0.0
30a1d1e4-da0d-4f67-9908-6bc16a47ebc4,vem promeu time de valorant,Tarde,0.0
30a1d1e4-da0d-4f67-9908-6bc16a47ebc4,quero trabalhar na levty,Secom,0.0
daac9055-17a0-4775-bb21-9c0add9d45ec,as palestras estão muito legal,Palestras,0.128
a6ec5f50-aa66-4ad4-8b97-10a6f9eacaad,queria o sorteio do studiosol :(,Secom,-0.0772
a6ec5f50-aa66-4ad4-8b97-10a6f9eacaad,queria o sorteio do studiosol :(,Studio,-0.0772
34c8353a-bcb4-4553-8c2d-fac1c5311ccd,coffee-break excelente,Coffee,0.6249
daac9055-17a0-4775-bb21-9c0add9d45ec,a studio sol tem as melhores palestras,Sol,0.0
daac9055-17a0-4775-bb21-9c0add9d45ec,a studio sol tem as melhores palestras,Palestras,0.0
daac9055-17a0-4775-bb21-9c0add9d45ec,a studio sol tem as melhores palestras,Studio,0.0
daac9055-17a0-4775-bb21-9c0add9d45ec,a maratona é a melhor parte do evento,Secom,0.4404
daac9055-17a0-4775-bb21-9c0add9d45ec,a maratona é a melhor parte do evento,Maratona,0.4404
4a38eef3-4375-45b4-b386-649cb518c20b,levty é goat,Secom,0.0
4a38eef3-4375-45b4-b386-649cb518c20b,levty é goat,Goat,0.0
c9e2374f-bf33-4003-b871-6ecb5ae22aee,quero brindes hem 🤭,Secom,0.4215
34c8353a-bcb4-4553-8c2d-fac1c5311ccd,ótima secom,Tarde,0.6705
98d481f0-cfc5-4976-9bfb-61e179be6958,palestra da secon tão muito boas,Secom,0.507
98d481f0-cfc5-4976-9bfb-61e179be6958,palestra da secon tão muito boas,Palestras,0.507
3d6d0870-4d2b-4b19-942d-fa56cf8cbad9,o coffe break estava ótimo,Coffe,0.6705
3d6d0870-4d2b-4b19-942d-fa56cf8cbad9,queria que tivesse mais tempo para perguntas nas palestras,Perguntas,-0.1531
3d6d0870-4d2b-4b19-942d-fa56cf8cbad9,queria que tivesse mais tempo para perguntas nas palestras,Palestras,-0.1531
3d6d0870-4d2b-4b19-942d-fa56cf8cbad9,queria que tivesse mais tempo para perguntas nas palestras,Tarde,-0.1531
3d6d0870-4d2b-4b19-942d-fa56cf8cbad9,adorei o tema de capivaras na maratona de programação,Secom,0.0
3d6d0870-4d2b-4b19-942d-fa56cf8cbad9,adorei o tema de capivaras na maratona de programação,Programacao,0.0
3d6d0870-4d2b-4b19-942d-fa56cf8cbad9,adorei o tema de capivaras na maratona de programação,Capivaras,0.0
3d6d0870-4d2b-4b19-942d-fa56cf8cbad9,adorei o tema de capivaras na maratona de programação,Maratona,0.0
7064b0be-2b69-4b72-b749-c7057e244714,adorei a palestra do studiosol & letras,Studio,0.0
7064b0be-2b69-4b72-b749-c7057e244714,adorei a palestra do studiosol & letras,Palestras,0.0
34c8353a-bcb4-4553-8c2d-fac1c5311ccd,bolsa da sydle já virou tradição,Secom,0.0
34c8353a-bcb4-4553-8c2d-fac1c5311ccd,bolsa da sydle já virou tradição,Sydle,0.0
34c8353a-bcb4-4553-8c2d-fac1c5311ccd,bolsa da sydle já virou tradição,Bolsa,0.0
34c8353a-bcb4-4553-8c2d-fac1c5311ccd,muito bem organizado a tarde da indústria,Empresa,0.2732
34c8353a-bcb4-4553-8c2d-fac1c5311ccd,muito bem organizado a tarde da indústria,Tarde,0.2732
667d742e-3fdf-457b-b63c-7a8befc9bee4,o coffee break foi ótimo,Break,0.6705
667d742e-3fdf-457b-b63c-7a8befc9bee4,o coffee break foi ótimo,Coffee,0.6705
226440c8-ce0c-42b8-a37b-8435e915955d,o bolinho do coffe break estava uma delícia,Secom,0.4767
226440c8-ce0c-42b8-a37b-8435e915955d,o bolinho do coffe break estava uma delícia,Coffe,0.4767
2841ae4b-ef6a-4661-94a3-9777a70ec034,"palestra do studio sol muito bom, tema muito relevante",Secom,0.4588
2841ae4b-ef6a-4661-94a3-9777a70ec034,"palestra do studio sol muito bom, tema muito relevante",Sol,0.4588
2841ae4b-ef6a-4661-94a3-9777a70ec034,"palestra do studio sol muito bom, tema muito relevante",Studio,0.4588
2841ae4b-ef6a-4661-94a3-9777a70ec034,"palestra do studio sol muito bom, tema muito relevante",Palestras,0.4588
2841ae4b-ef6a-4661-94a3-9777a70ec034,a logística de quando encerra uma palestra,Logistica,0.0
2841ae4b-ef6a-4661-94a3-9777a70ec034,a logística de quando encerra uma palestra,Palestras,0.0
2841ae4b-ef6a-4661-94a3-9777a70ec034,"inicia outra ter que ler que sair do local onde está para escanear o qrcode, gera muita confusão",Doacao,-0.6486
2841ae4b-ef6a-4661-94a3-9777a70ec034,"inicia outra ter que ler que sair do local onde está para escanear o qrcode, gera muita confusão",Abertura,-0.6486
2841ae4b-ef6a-4661-94a3-9777a70ec034,"inicia outra ter que ler que sair do local onde está para escanear o qrcode, gera muita confusão",Qrcode,-0.6486
2841ae4b-ef6a-4661-94a3-9777a70ec034,"inicia outra ter que ler que sair do local onde está para escanear o qrcode, gera muita confusão",Local,-0.6486
2841ae4b-ef6a-4661-94a3-9777a70ec034,palestra da levty muito boa,Secom,0.4588
2841ae4b-ef6a-4661-94a3-9777a70ec034,palestra da levty muito boa,Palestras,0.4588
7064b0be-2b69-4b72-b749-c7057e244714,bacana dms a palestra da levty,Secom,0.0
7064b0be-2b69-4b72-b749-c7057e244714,bacana dms a palestra da levty,Palestras,0.0
7064b0be-2b69-4b72-b749-c7057e244714,bacana dms a palestra da levty,Dms,0.0
dffbacba-f52d-4fe2-b24e-52d4795954d5,muita boa palestra,Palestras,0.4588
dffbacba-f52d-4fe2-b24e-52d4795954d5,muito massa a secom,Secom,0.5423
dffbacba-f52d-4fe2-b24e-52d4795954d5,palestras de peso,Peso,-0.4404
dffbacba-f52d-4fe2-b24e-52d4795954d5,palestras de peso,Palestras,-0.4404
dffbacba-f52d-4fe2-b24e-52d4795954d5,muito conhecimento compartilhado,Conhecimento,0.34
226440c8-ce0c-42b8-a37b-8435e915955d,qse acabando o tempo da gamejan,Gamejam,0.0
226440c8-ce0c-42b8-a37b-8435e915955d,qse acabando o tempo da gamejan,Tarde,0.0
99899b5a-eb3d-4d67-a64f-a143f824a709,game jam adiada 6h 🙏🙏🙏,Gamejam,0.0
9764ca16-8169-496a-86f2-8b5413a49083,achei muito boa as palestras,Palestras,0.4588
9764ca16-8169-496a-86f2-8b5413a49083,conteúdos muito interessantes,Secom,0.0
30b0814c-9041-44a2-abfc-cc24393a1faa,oi pessoal,Pessoas,0.0
8b532002-32a9-47b8-a068-f68ebed037cd,"muito obrigado, para todos os envolvidos na organização da gamejam",Secom,0.3182
8b532002-32a9-47b8-a068-f68ebed037cd,"muito obrigado, para todos os envolvidos na organização da gamejam",Gamejam,0.3182
8b532002-32a9-47b8-a068-f68ebed037cd,os check-ins dese dia ficaram meio estranhos,Checkin,0.0
8b532002-32a9-47b8-a068-f68ebed037cd,os check-ins dese dia ficaram meio estranhos,Dese,0.0
15ae4086-4952-4aac-a16b-5c2852e5e523,mé q cês tão,Secom,0.0
b062d0fa-ab85-4add-a5ec-4129e1e22c4c,o que será o coffe break final 🤨,Coffe,0.0
b062d0fa-ab85-4add-a5ec-4129e1e22c4c,ansiosa para os brindes,Secom,0.296
b062d0fa-ab85-4add-a5ec-4129e1e22c4c,ansiosa pro resultado da game jam,Gamejam,0.0
b062d0fa-ab85-4add-a5ec-4129e1e22c4c,ansiosa pro resultado da game jam,Pro,0.0
b062d0fa-ab85-4add-a5ec-4129e1e22c4c,ansiosa pro resultado da game jam,Resultado,0.0
15ae4086-4952-4aac-a16b-5c2852e5e523,bom minicurso para todos,Minicurso,0.34
15ae4086-4952-4aac-a16b-5c2852e5e523,ate o povo que entrou antes,Pessoas,0.0
15ae4086-4952-4aac-a16b-5c2852e5e523,pegou todas as vagas de data science,Secom,0.0
15ae4086-4952-4aac-a16b-5c2852e5e523,pegou todas as vagas de data science,Data,0.0
12c8e1ec-c662-415a-b106-b64ccb7ece3f,a secom desse ano,Secom,0.0
12c8e1ec-c662-415a-b106-b64ccb7ece3f,pena que os cursos acabaram tão rápido,Secom,-0.0276
12c8e1ec-c662-415a-b106-b64ccb7ece3f,pena que os cursos acabaram tão rápido,Curso,-0.0276
a9d36446-c85c-43d3-bccf-8084d2231951,apresentações muito boas,Palestras,0.4588
a9d36446-c85c-43d3-bccf-8084d2231951,adorei as apresentações,Palestras,0.0
a9d36446-c85c-43d3-bccf-8084d2231951,minicursos,Minicurso,0.0
a9d36446-c85c-43d3-bccf-8084d2231951,minicursos ótimos,Minicurso,0.6705
12c8e1ec-c662-415a-b106-b64ccb7ece3f,animada para ver a cerimônia de premiações,Cerimonia,0.0258
12c8e1ec-c662-415a-b106-b64ccb7ece3f,animada para ver a cerimônia de premiações,Premiacoes,0.0258
a9d36446-c85c-43d3-bccf-8084d2231951,disponibilidade de cursos muito boa,Curso,0.4588
a9d36446-c85c-43d3-bccf-8084d2231951,disponibilidade de cursos muito boa,Disponibilidade,0.4588
12c8e1ec-c662-415a-b106-b64ccb7ece3f,animada pafa os mini cursos,Minicurso,0.0
e20a2ffa-39db-4246-8766-1c3a6ddc4c7e,minicurso com ótima temática,Secom,0.6705
e20a2ffa-39db-4246-8766-1c3a6ddc4c7e,minicurso com ótima temática,Minicurso,0.6705
e20a2ffa-39db-4246-8766-1c3a6ddc4c7e,ótimos palestrantes,Palestras,0.6705
7d582411-e617-4105-8edf-bca7ee066eca,estou gostando dos temas das palestras,Secom,0.0
7d582411-e617-4105-8edf-bca7ee066eca,estou gostando dos temas das palestras,Palestras,0.0
7d582411-e617-4105-8edf-bca7ee066eca,da maratona,Maratona,0.0
3e72f254-acab-4aec-ad73-bf9dff9c21ad,ansiosa pelo minicurso,Minicurso,0.0
7d582411-e617-4105-8edf-bca7ee066eca,durante os períodos no auditório poderiam deixar o ar um pouco mais quente,Periodos,0.0
7d582411-e617-4105-8edf-bca7ee066eca,durante os períodos no auditório poderiam deixar o ar um pouco mais quente,Auditorio,0.0
548430cf-9b95-4cde-93c2-547a80cdd20e,foi ótimo participar da maratona,Maratona,0.6705
3e72f254-acab-4aec-ad73-bf9dff9c21ad,as palestras de tem sido ótimas,Palestras,0.6705
548430cf-9b95-4cde-93c2-547a80cdd20e,evento de muita qualidade,Qualidade,0.0
d0881343-b903-4573-aee3-c821f2e201de,ansioso para os mini cursos,Minicurso,0.2263
d0881343-b903-4573-aee3-c821f2e201de,a secom podia se a semana inteira,Semana,0.0
daac9055-17a0-4775-bb21-9c0add9d45ec,muito ansiosa pelo resultado da maratona,Maratona,0.0
daac9055-17a0-4775-bb21-9c0add9d45ec,muito ansiosa pelo resultado da maratona,Resultado,0.0
86cc2ad1-6ef4-4b63-8d8f-c512cc96589d,secom tinha q ser um mês inteiro,Pessoas,0.0
66333d64-e1a9-407d-b5ec-e97640fc0bfc,senti falta da organização na hora do coffee break,Secom,-0.3612
66333d64-e1a9-407d-b5ec-e97640fc0bfc,senti falta da organização na hora do coffee break,Break,-0.3612
66333d64-e1a9-407d-b5ec-e97640fc0bfc,senti falta da organização na hora do coffee break,Coffee,-0.3612
66333d64-e1a9-407d-b5ec-e97640fc0bfc,senti falta da organização na hora do coffee break,Tarde,-0.3612
66333d64-e1a9-407d-b5ec-e97640fc0bfc,senti falta da organização na hora do coffee break,Falta,-0.3612
86cc2ad1-6ef4-4b63-8d8f-c512cc96589d,ansiosa pra cerimônia de encerramento,Cerimonia,0.0516
86cc2ad1-6ef4-4b63-8d8f-c512cc96589d,ansiosa pra cerimônia de encerramento,Encerramento,0.0516
66333d64-e1a9-407d-b5ec-e97640fc0bfc,essa game jam acabou comigo 😵,Secom,0.0
66333d64-e1a9-407d-b5ec-e97640fc0bfc,essa game jam acabou comigo 😵,Gamejam,0.0
66333d64-e1a9-407d-b5ec-e97640fc0bfc,essa game jam acabou comigo 😵,Comigo,0.0
86cc2ad1-6ef4-4b63-8d8f-c512cc96589d,os coffee breaks foram fenomenais,Coffee,0.0
c9e2374f-bf33-4003-b871-6ecb5ae22aee,minicurso nvidia promete,Minicurso,0.2732
66333d64-e1a9-407d-b5ec-e97640fc0bfc,go4,Go4,0.0
47cacf3f-e0f2-421b-a645-5e0efd6cc615,fome 😞,Fome,-0.4404
86cc2ad1-6ef4-4b63-8d8f-c512cc96589d,expectativa tá alta pros jogos da gamejam,Gamejam,0.0
86cc2ad1-6ef4-4b63-8d8f-c512cc96589d,expectativa tá alta pros jogos da gamejam,Pro,0.0
86cc2ad1-6ef4-4b63-8d8f-c512cc96589d,expectativa tá alta pros jogos da gamejam,Expectativas,0.0
98d481f0-cfc5-4976-9bfb-61e179be6958,alguns minicursos poderiam ter mais vagas,Secom,0.0
98d481f0-cfc5-4976-9bfb-61e179be6958,alguns minicursos poderiam ter mais vagas,Minicurso,0.0
98d481f0-cfc5-4976-9bfb-61e179be6958,as programações,Programacao,0.0
98d481f0-cfc5-4976-9bfb-61e179be6958,"datas da secom podeira ser divulgado no email também, seria bom para reforça",Secom,0.34
98d481f0-cfc5-4976-9bfb-61e179be6958,"datas da secom podeira ser divulgado no email também, seria bom para reforça",Data,0.34
98d481f0-cfc5-4976-9bfb-61e179be6958,"datas da secom podeira ser divulgado no email também, seria bom para reforça",Email,0.34
a6ec5f50-aa66-4ad4-8b97-10a6f9eacaad,o encerramento vai ser muito bom,Encerramento,0.3612
02af807d-7123-444e-b61e-89eaf92be60f,ansioso pelo curso de blockchain,Blockchain,0.3612
02af807d-7123-444e-b61e-89eaf92be60f,ansioso pelo curso de blockchain,Curso,0.3612
66333d64-e1a9-407d-b5ec-e97640fc0bfc,"muito interessante o modo de conversa da mesa redonda, gostei bastante",Secom,0.6705
66333d64-e1a9-407d-b5ec-e97640fc0bfc,"muito interessante o modo de conversa da mesa redonda, gostei bastante",Conversa,0.6705
66333d64-e1a9-407d-b5ec-e97640fc0bfc,"muito interessante o modo de conversa da mesa redonda, gostei bastante",Mesa,0.6705
66333d64-e1a9-407d-b5ec-e97640fc0bfc,nada como um cochilo de 15 min pra aguentar o dia 💀💀,Coffe,0.0
66333d64-e1a9-407d-b5ec-e97640fc0bfc,nada como um cochilo de 15 min pra aguentar o dia 💀💀,Min,0.0
d13dce39-51a4-4170-8b39-f06cb1f6adf6,ansiosa pro coffee break,Break,0.0
d13dce39-51a4-4170-8b39-f06cb1f6adf6,queria mt ganhar algum sorteio,Secom,0.7506
d13dce39-51a4-4170-8b39-f06cb1f6adf6,amando a secom,Secom,0.6124
d13dce39-51a4-4170-8b39-f06cb1f6adf6,mini curso mt interessante,Curso,0.4019
e2b6d403-470e-4752-8767-48575bb10c67,"os minicursos são bem dahora,",Minicurso,0.7269
e2b6d403-470e-4752-8767-48575bb10c67,impossivel de ganhar um sorteio,Secom,0.7506
e2b6d403-470e-4752-8767-48575bb10c67,como os jogos do campeonato de,Gamejam,0.4404
e2b6d403-470e-4752-8767-48575bb10c67,como os jogos do campeonato de,Campeonato,0.4404
e2b6d403-470e-4752-8767-48575bb10c67,-sports ainda vão acontecer vai manter as decorações da secom,Secom,-0.4215
e2b6d403-470e-4752-8767-48575bb10c67,-sports ainda vão acontecer vai manter as decorações da secom,Decoracao,-0.4215
