usuario,texto,entidade_mencionada
e6d477bf-b603-42a7-985e-ac84356103b9,pude participar de uma oficina da meninas digitais durante a snct 2022 no ifs em lagarto,Ifs
e6d477bf-b603-42a7-985e-ac84356103b9,pude participar de uma oficina da meninas digitais durante a snct 2022 no ifs em lagarto,Oficina
e6d477bf-b603-42a7-985e-ac84356103b9,esse projeto é incrível,Projetos
e6d477bf-b603-42a7-985e-ac84356103b9,extremamente importante para comunidade feminina na computação,Computacao
e6d477bf-b603-42a7-985e-ac84356103b9,extremamente importante para comunidade feminina na computação,Comunidade
10807ceb-11e8-4f81-84d2-84b264bbd0c2,"adorei a palestra da michelle wangham, muito inspiradora",Palestra
10807ceb-11e8-4f81-84d2-84b264bbd0c2,"adorei a palestra da michelle wangham, muito inspiradora",Organizacao
10807ceb-11e8-4f81-84d2-84b264bbd0c2,deixou uma bonita mensagem de não desistir dos sonhos,Mensagem
10807ceb-11e8-4f81-84d2-84b264bbd0c2,deixou uma bonita mensagem de não desistir dos sonhos,Sonhos
9f773bc4-a96d-41fd-a812-4cd40ae76ce4,#witcsbc2025,Witcsbc2025
10807ceb-11e8-4f81-84d2-84b264bbd0c2,gostei quando exibiram os impactos do projeto em números,Numeros
10807ceb-11e8-4f81-84d2-84b264bbd0c2,gostei quando exibiram os impactos do projeto em números,Impactos
10807ceb-11e8-4f81-84d2-84b264bbd0c2,gostei quando exibiram os impactos do projeto em números,Projetos
10807ceb-11e8-4f81-84d2-84b264bbd0c2,me despertou uma vontade de contribuir para aumentar essas porcentagens,Organizacao
10807ceb-11e8-4f81-84d2-84b264bbd0c2,me despertou uma vontade de contribuir para aumentar essas porcentagens,Porcentagens
9f773bc4-a96d-41fd-a812-4cd40ae76ce4,por menos vies na computação,Computacao
9f773bc4-a96d-41fd-a812-4cd40ae76ce4,por menos vies na computação,Organizacao
9f773bc4-a96d-41fd-a812-4cd40ae76ce4,por mais mulheres,Mulheres
9f773bc4-a96d-41fd-a812-4cd40ae76ce4,#csbcwit2025,Csbcwit2025
91a02681-4ee5-4892-ba90-686d7ff2b6ef,"amei os momentos, muito significativos",Momento
91a02681-4ee5-4892-ba90-686d7ff2b6ef,acolhedores,Apoio
91a02681-4ee5-4892-ba90-686d7ff2b6ef,muito lindo os momentos,Momento
c8b3d0a8-ff03-4d7f-bd59-b03a93f36656,momento muito importante,Momento
c08bca4e-d84f-4567-b938-d29470fd6d02,"amando o evento, a estrutura, a animação ansiosa para acompanhar toda a programação",Programacao
c08bca4e-d84f-4567-b938-d29470fd6d02,"amando o evento, a estrutura, a animação ansiosa para acompanhar toda a programação",Animacao
c08bca4e-d84f-4567-b938-d29470fd6d02,"amando o evento, a estrutura, a animação ansiosa para acompanhar toda a programação",Estrutura
39c3a3e9-ded4-4f91-a9f8-b00e2c644d07,oi meninas presente 💋,Mulheres
a4d6da2d-6f2f-4b75-bfff-31310d0bbff0,legal de verdade 👌,Fato
c08bca4e-d84f-4567-b938-d29470fd6d02,"meu primeiro csbc, amando esse ambiente acadêmico, essa comunidade, tudo perfeito",Comunidade
c08bca4e-d84f-4567-b938-d29470fd6d02,"meu primeiro csbc, amando esse ambiente acadêmico, essa comunidade, tudo perfeito",Ambiente
7b902c9d-46c3-49f2-b438-1db305423d2a,a palestra do produtor do manual do mundon foi mundo enriquecedora,Produtor
7b902c9d-46c3-49f2-b438-1db305423d2a,a palestra do produtor do manual do mundon foi mundo enriquecedora,Manual
7b902c9d-46c3-49f2-b438-1db305423d2a,a palestra do produtor do manual do mundon foi mundo enriquecedora,Palestra
7b902c9d-46c3-49f2-b438-1db305423d2a,a palestra do produtor do manual do mundon foi mundo enriquecedora,Organizacao
7b902c9d-46c3-49f2-b438-1db305423d2a,a gamificação foi bem legal,Gamificacao
eb7a2e85-37f5-4355-b66a-b99d1a9ac033,ótima palestra,Palestra
eb7a2e85-37f5-4355-b66a-b99d1a9ac033,"representando o oi, meninas",Mulheres
f429f390-79a1-4e84-9a93-87a43048d3d7,uma oportunidade de conhecer novos projetos,Projetos
f429f390-79a1-4e84-9a93-87a43048d3d7,uma oportunidade de conhecer novos projetos,Oportunidade
f429f390-79a1-4e84-9a93-87a43048d3d7,aprendizagem,Aprendizado
cf03f7b1-8338-40a2-84f4-91ec5f988764,momento incrível,Momento
cf03f7b1-8338-40a2-84f4-91ec5f988764,"representando o oi, meninas",Mulheres
251569e1-42c3-4c32-b8db-d8b8b9741d5b,adorando o fmd,Dms
eb7a2e85-37f5-4355-b66a-b99d1a9ac033,meu primeiro wit+fmd,Wit+fmd
cf03f7b1-8338-40a2-84f4-91ec5f988764,ótima palestra,Palestra
75049fc4-0a03-4d80-9d70-6471c2c5a110,amei a abertura,Abertura
66244247-28d9-4511-acc3-1eb53db22887,amo wit,Organizacao
66244247-28d9-4511-acc3-1eb53db22887,katie presente,Mulheres
75049fc4-0a03-4d80-9d70-6471c2c5a110,o momento de reunião dos projetos parceiros está sendo incrível,Momento
75049fc4-0a03-4d80-9d70-6471c2c5a110,o momento de reunião dos projetos parceiros está sendo incrível,Projetos
75049fc4-0a03-4d80-9d70-6471c2c5a110,o momento de reunião dos projetos parceiros está sendo incrível,Encontro
9e1aa993-64b6-4d6b-99d1-897ce3415327,excelentes falas,Compreensao
9e1aa993-64b6-4d6b-99d1-897ce3415327,projetos incríveis🥰,Projetos
66244247-28d9-4511-acc3-1eb53db22887,ansiosa pra ver a camisaa,Camisa
9e1aa993-64b6-4d6b-99d1-897ce3415327,já quero mais vezes💖💖,Organizacao
fd51eca2-7207-474a-8495-5c0e5f20aea5,parabéns aos projetos,Projetos
b1c72158-d2a6-4239-87be-166fbeffc509,evento importante demaisss,Organizacao
f9ff0b83-ae39-447d-b0f0-4714731e87c0,parabéns pelas apresentaçõess💞,Palestra
806f7369-1da2-4baa-9c95-7d4962b7f33e,adorando a experiência,Experiencia
2dda6d0e-c0bf-4094-9dd0-82540de1cfaa,muito incrível ver todos esses projetos,Projetos
53e90d93-f0bd-4877-9279-97a086ab6bc5,experiência incrívellll,Experiencia
20280073-68fe-4304-9f54-d23b1663fe33,abre a cabeça para diversas possibilidades,Organizacao
20280073-68fe-4304-9f54-d23b1663fe33,abre a cabeça para diversas possibilidades,Possibilidades
20280073-68fe-4304-9f54-d23b1663fe33,metas,Organizacao
a4ceb2fb-9e75-4db1-ace5-c82f92a1376e,muita qualidade,Qualidade
76a1a1ae-7c41-4d19-a97f-a6eea914b48e,"importantíssima a experiência para nós, mulheres",Experiencia
76a1a1ae-7c41-4d19-a97f-a6eea914b48e,"importantíssima a experiência para nós, mulheres",Mulheres
c04b5ba6-0939-443f-93db-54b15820e804,muito legal a ideia do momento de integração,Momento
c04b5ba6-0939-443f-93db-54b15820e804,muito legal a ideia do momento de integração,Ideia
c04b5ba6-0939-443f-93db-54b15820e804,muito legal a ideia do momento de integração,Integracao
8b928f09-aedb-4ce1-a365-4d56a0839c50,"gostaria de deixar uma sugestão:
disponibilizar os qrcode em diferentes locais da sala para não tumultuar a estrada",Trajetoria
8b928f09-aedb-4ce1-a365-4d56a0839c50,"gostaria de deixar uma sugestão:
disponibilizar os qrcode em diferentes locais da sala para não tumultuar a estrada",Organizacao
8b928f09-aedb-4ce1-a365-4d56a0839c50,"gostaria de deixar uma sugestão:
disponibilizar os qrcode em diferentes locais da sala para não tumultuar a estrada",Qrcode
8b928f09-aedb-4ce1-a365-4d56a0839c50,"gostaria de deixar uma sugestão:
disponibilizar os qrcode em diferentes locais da sala para não tumultuar a estrada",Area
e56b565e-2680-4f05-bfb5-f672c691d632,amei o fórum meninas digitais,Mulheres
e56b565e-2680-4f05-bfb5-f672c691d632,amei o fórum meninas digitais,Forum
1c7000ea-e558-4ef4-93d8-2c018ec84123,ansiosa para o evento do sudeste 💜,Sudeste
e56b565e-2680-4f05-bfb5-f672c691d632,muito legal o momento de integração com os projetos parceiros,Momento
e56b565e-2680-4f05-bfb5-f672c691d632,muito legal o momento de integração com os projetos parceiros,Projetos
e56b565e-2680-4f05-bfb5-f672c691d632,muito legal o momento de integração com os projetos parceiros,Integracao
2b305129-cc14-4538-8075-78b26f65f34f,"adorei o evento da wit, ele trouxe muito espaço para integração entre os projetos parceiros",Projetos
2b305129-cc14-4538-8075-78b26f65f34f,"adorei o evento da wit, ele trouxe muito espaço para integração entre os projetos parceiros",Organizacao
2b305129-cc14-4538-8075-78b26f65f34f,"adorei o evento da wit, ele trouxe muito espaço para integração entre os projetos parceiros",Integracao
2b305129-cc14-4538-8075-78b26f65f34f,os participantes do painel,Participantes
2b305129-cc14-4538-8075-78b26f65f34f,os participantes do painel,Painel
454aed9e-698f-45b7-bd91-93f4a4e6aa1d,entendi tudo com clareza,Cuidado
631b69a6-0a28-4aac-93e4-ae024e5efc3b,o wit é um dos momentos que mais amo dentro do csbc,Momento
631b69a6-0a28-4aac-93e4-ae024e5efc3b,o wit é um dos momentos que mais amo dentro do csbc,Organizacao
20280073-68fe-4304-9f54-d23b1663fe33,foi muito bom conhecer um pouquinho mais dos projetos do sudeste,Projetos
20280073-68fe-4304-9f54-d23b1663fe33,foi muito bom conhecer um pouquinho mais dos projetos do sudeste,Pouquinho
20280073-68fe-4304-9f54-d23b1663fe33,foi muito bom conhecer um pouquinho mais dos projetos do sudeste,Sudeste
20280073-68fe-4304-9f54-d23b1663fe33,as meninas também,Mulheres
20280073-68fe-4304-9f54-d23b1663fe33,integrador,Integracao
2b305129-cc14-4538-8075-78b26f65f34f,"a dinâmica de integração foi muito bem pensada, ótima oportunidade de interagir com outros projetos da minha região",Projetos
2b305129-cc14-4538-8075-78b26f65f34f,"a dinâmica de integração foi muito bem pensada, ótima oportunidade de interagir com outros projetos da minha região",Integracao
2b305129-cc14-4538-8075-78b26f65f34f,"a dinâmica de integração foi muito bem pensada, ótima oportunidade de interagir com outros projetos da minha região",Dinamica
2b305129-cc14-4538-8075-78b26f65f34f,"a dinâmica de integração foi muito bem pensada, ótima oportunidade de interagir com outros projetos da minha região",Oportunidade
2b305129-cc14-4538-8075-78b26f65f34f,"a dinâmica de integração foi muito bem pensada, ótima oportunidade de interagir com outros projetos da minha região",Regiao
6d48edcf-e6d6-48d3-a2e0-e9296cb697f3,motivadora,Inspiracao
1c7000ea-e558-4ef4-93d8-2c018ec84123,amei a integração entre projetos 💕,Projetos
1c7000ea-e558-4ef4-93d8-2c018ec84123,amei a integração entre projetos 💕,Integracao
c01cfc13-c80c-4c86-872a-da81361b3339,muito legal conhecer os outros projetos da região,Regiao
c01cfc13-c80c-4c86-872a-da81361b3339,muito legal conhecer os outros projetos da região,Projetos
7ab458bd-970a-40e5-9525-ee10be806901,amei ❤️❤️❤️ a alegria de todas vocês,Animada
7ab458bd-970a-40e5-9525-ee10be806901,amei ❤️❤️❤️ a alegria de todas vocês,Palestrantes
7ab458bd-970a-40e5-9525-ee10be806901,é empolgante a energia,Energia
7ab458bd-970a-40e5-9525-ee10be806901,os trabalhos realizados,Trabalhos
ecf86f01-f235-4ce6-b218-43e9ae6ebb8f,palestra super inspiradora da michelle wangham,Palestra
ecf86f01-f235-4ce6-b218-43e9ae6ebb8f,palestra super inspiradora da michelle wangham,Organizacao
9517374b-5f4f-444c-92e3-177a0b866f14,"a palestra foi muito interessante, é maravilhoso ver mulheres fortes, dedicadas",Mulheres
9517374b-5f4f-444c-92e3-177a0b866f14,"a palestra foi muito interessante, é maravilhoso ver mulheres fortes, dedicadas",Palestra
9517374b-5f4f-444c-92e3-177a0b866f14,inteligentes - esse tipo de coisa nos inspira,Inspiracao
9517374b-5f4f-444c-92e3-177a0b866f14,inteligentes - esse tipo de coisa nos inspira,Organizacao
9517374b-5f4f-444c-92e3-177a0b866f14,"após a palestra me sinto inspirada a continuar na área de exatas,",Engie
9517374b-5f4f-444c-92e3-177a0b866f14,"após a palestra me sinto inspirada a continuar na área de exatas,",Palestra
9517374b-5f4f-444c-92e3-177a0b866f14,"após a palestra me sinto inspirada a continuar na área de exatas,",Area
9517374b-5f4f-444c-92e3-177a0b866f14,sinto que outras meninas também,Mulheres
ecf86f01-f235-4ce6-b218-43e9ae6ebb8f,ansiosa para a programação da tarde,Programacao
ecf86f01-f235-4ce6-b218-43e9ae6ebb8f,ansiosa para a programação da tarde,Momento
f429f390-79a1-4e84-9a93-87a43048d3d7,ter oportunidade de conhecer,Oportunidade
f429f390-79a1-4e84-9a93-87a43048d3d7,possibilidades de aprendizagem,Aprendizado
f429f390-79a1-4e84-9a93-87a43048d3d7,possibilidades de aprendizagem,Possibilidades
8b928f09-aedb-4ce1-a365-4d56a0839c50,a palestra foi muito inspiradora,Palestra
8b928f09-aedb-4ce1-a365-4d56a0839c50,animador ver a carreira de mulheres brilhantes,Mulheres
8b928f09-aedb-4ce1-a365-4d56a0839c50,animador ver a carreira de mulheres brilhantes,Carreira
8b928f09-aedb-4ce1-a365-4d56a0839c50,atuantes em tantas áreas,Organizacao
8b928f09-aedb-4ce1-a365-4d56a0839c50,atuantes em tantas áreas,Area
8b1e1d3e-9c74-43ce-bbc4-77d5689bf024,perfeitooo,Super
489050ba-f6ce-4f05-a8ce-d6bdee47371a,motivadoras,Inspiracao
489050ba-f6ce-4f05-a8ce-d6bdee47371a,o wit trás para nós ouvintes a vontade de incentivar mais mulheres,Mulheres
489050ba-f6ce-4f05-a8ce-d6bdee47371a,o wit trás para nós ouvintes a vontade de incentivar mais mulheres,Organizacao
5244efbb-01d2-4f7e-b505-4fd32300baff,amei a programação da manhã,Programacao
5244efbb-01d2-4f7e-b505-4fd32300baff,amei a programação da manhã,Manha
5244efbb-01d2-4f7e-b505-4fd32300baff,as novidades da gamificação estão maravilhosas,Gamificacao
5244efbb-01d2-4f7e-b505-4fd32300baff,as novidades da gamificação estão maravilhosas,Novo
fa22c635-07b6-4718-9309-2665ad2d1a12,"que lindos esses pôsteres, projetos incríveis, todae de parabéns",Posteres
fa22c635-07b6-4718-9309-2665ad2d1a12,"que lindos esses pôsteres, projetos incríveis, todae de parabéns",Projetos
fa22c635-07b6-4718-9309-2665ad2d1a12,"que lindos esses pôsteres, projetos incríveis, todae de parabéns",Organizacao
671f8ca1-38b7-401b-b96a-2dc047c32c4b,"o wit tem me maravilhada, por sua organização",Rafaela
671f8ca1-38b7-401b-b96a-2dc047c32c4b,"o wit tem me maravilhada, por sua organização",Organizacao
671f8ca1-38b7-401b-b96a-2dc047c32c4b,inovações durante o evento,Inovacoes
671f8ca1-38b7-401b-b96a-2dc047c32c4b,coletivo lovelace x meninas digitais<3,Mulheres
3f3583d6-1037-423a-9a58-0b27ea89d428,os meninos da gamificação são muito legais,Meninos
3f3583d6-1037-423a-9a58-0b27ea89d428,os meninos da gamificação são muito legais,Gamificacao
f6bf24cf-734d-4f0e-a735-4a08d53c2b85,pôsteres lindos,Posteres
00785be0-171f-446a-9069-97212c12e0e3,amei a energia de vocês,Energia
00785be0-171f-446a-9069-97212c12e0e3,amei a energia de vocês,Palestrantes
00785be0-171f-446a-9069-97212c12e0e3,adorei a maneira como abordam os assuntos,Organizacao
79625db1-c0bb-49d6-aa29-76fd1dc284e8,muito interessante o projeto por ser inovador,Projetos
79625db1-c0bb-49d6-aa29-76fd1dc284e8,achei legal a sessão de autógrafos de livros por ter a interação entre o autor,Autografos
79625db1-c0bb-49d6-aa29-76fd1dc284e8,achei legal a sessão de autógrafos de livros por ter a interação entre o autor,Sessao
79625db1-c0bb-49d6-aa29-76fd1dc284e8,achei legal a sessão de autógrafos de livros por ter a interação entre o autor,Artigos
79625db1-c0bb-49d6-aa29-76fd1dc284e8,achei legal a sessão de autógrafos de livros por ter a interação entre o autor,Integracao
79625db1-c0bb-49d6-aa29-76fd1dc284e8,o telespectador,Telespectador
76612240-be0f-4dff-bf33-a3c43cd8ed98,as palestras foram muito importantes para engajamento,Engajamento
76612240-be0f-4dff-bf33-a3c43cd8ed98,as palestras foram muito importantes para engajamento,Palestra
c4d4555d-4b97-46e8-93fe-6ad239865bd6,a palestra foi ótima,Palestra
c4d4555d-4b97-46e8-93fe-6ad239865bd6,a questão de síndrome do impostor é algo que já ouvi muito dentro da faculdade,Aprendizado
c4d4555d-4b97-46e8-93fe-6ad239865bd6,a questão de síndrome do impostor é algo que já ouvi muito dentro da faculdade,Organizacao
c4d4555d-4b97-46e8-93fe-6ad239865bd6,a questão de síndrome do impostor é algo que já ouvi muito dentro da faculdade,Impostor
c4d4555d-4b97-46e8-93fe-6ad239865bd6,a questão de síndrome do impostor é algo que já ouvi muito dentro da faculdade,Sindrome
c4d4555d-4b97-46e8-93fe-6ad239865bd6,é uma das principais causas de afastamento das meninas do curso,Mulheres
c4d4555d-4b97-46e8-93fe-6ad239865bd6,é uma das principais causas de afastamento das meninas do curso,Aprendizado
c4d4555d-4b97-46e8-93fe-6ad239865bd6,é uma das principais causas de afastamento das meninas do curso,Organizacao
c4d4555d-4b97-46e8-93fe-6ad239865bd6,é uma das principais causas de afastamento das meninas do curso,Causas
02e1032e-bbbf-4f0a-b350-645b9923a7f4,"eu gostei bastante que esse ano as camisas não são no último dia, para poder usar ela mais pelo congresso",Congresso
02e1032e-bbbf-4f0a-b350-645b9923a7f4,"eu gostei bastante que esse ano as camisas não são no último dia, para poder usar ela mais pelo congresso",Camisa
02e1032e-bbbf-4f0a-b350-645b9923a7f4,amei os artigos apresentados,Artigos
9306534e-a4af-407c-a97e-3eab6fa1c918,muito interessante os projetos envolvidos na apresentação dos banners,Projetos
9306534e-a4af-407c-a97e-3eab6fa1c918,muito interessante os projetos envolvidos na apresentação dos banners,Palestra
9306534e-a4af-407c-a97e-3eab6fa1c918,muito interessante os projetos envolvidos na apresentação dos banners,Banners
3e11fb01-68a6-4df9-99ff-eb6fa17ea8e0,o wit é sem sombra de dúvidas a melhor coisa do csbc,Organizacao
3e11fb01-68a6-4df9-99ff-eb6fa17ea8e0,o wit é sem sombra de dúvidas a melhor coisa do csbc,Sombra
0b73ddb5-b846-48b5-929f-94253a3d2b43,trabalhos muito inspiradores,Trabalhos
2402b435-49a8-4e35-a936-fddc4e00aeb6,trabalho muito inspirador,Trabalhos
a6584b5b-822e-4c85-be5b-e91db87dc16e,"é a primeira participação no wit, a integração é maravilhosa",Integracao
a6584b5b-822e-4c85-be5b-e91db87dc16e,"é a primeira participação no wit, a integração é maravilhosa",Inclusao
be28feaa-bc8c-45e6-b109-e943185c33f5,alguns banner revela a baixa presença feminina na tecnologia,Tecnologia
be28feaa-bc8c-45e6-b109-e943185c33f5,alguns banner revela a baixa presença feminina na tecnologia,Organizacao
be28feaa-bc8c-45e6-b109-e943185c33f5,alguns banner revela a baixa presença feminina na tecnologia,Banners
be28feaa-bc8c-45e6-b109-e943185c33f5,projetos como meninas digitais são essenciais para mudar esse cenário com acolhimento,Mulheres
be28feaa-bc8c-45e6-b109-e943185c33f5,projetos como meninas digitais são essenciais para mudar esse cenário com acolhimento,Projetos
be28feaa-bc8c-45e6-b109-e943185c33f5,projetos como meninas digitais são essenciais para mudar esse cenário com acolhimento,Organizacao
be28feaa-bc8c-45e6-b109-e943185c33f5,protagonismo,Organizacao
b3739f83-191f-483a-b695-efbe8e12def9,"amei demais, abriu muito minha mente sobre vários assuntos que eu nao tinha nenhum contato ou conhecimento",Engajamento
b3739f83-191f-483a-b695-efbe8e12def9,"amei demais, abriu muito minha mente sobre vários assuntos que eu nao tinha nenhum contato ou conhecimento",Ideia
b3739f83-191f-483a-b695-efbe8e12def9,"amei demais, abriu muito minha mente sobre vários assuntos que eu nao tinha nenhum contato ou conhecimento",Conhecimento
b3739f83-191f-483a-b695-efbe8e12def9,"amei demais, abriu muito minha mente sobre vários assuntos que eu nao tinha nenhum contato ou conhecimento",Organizacao
9306534e-a4af-407c-a97e-3eab6fa1c918,palestra super importante da rafaela sobre representatividade feminina no mundo da tecnologia,Organizacao
9306534e-a4af-407c-a97e-3eab6fa1c918,palestra super importante da rafaela sobre representatividade feminina no mundo da tecnologia,Palestra
9306534e-a4af-407c-a97e-3eab6fa1c918,palestra super importante da rafaela sobre representatividade feminina no mundo da tecnologia,Tecnologia
9306534e-a4af-407c-a97e-3eab6fa1c918,palestra super importante da rafaela sobre representatividade feminina no mundo da tecnologia,Representatividade
9306534e-a4af-407c-a97e-3eab6fa1c918,palestra super importante da rafaela sobre representatividade feminina no mundo da tecnologia,Rafaela
2402b435-49a8-4e35-a936-fddc4e00aeb6,trabalho extremamente necessário,Trabalhos
0b73ddb5-b846-48b5-929f-94253a3d2b43,trabalho muito necessário,Trabalhos
3e11fb01-68a6-4df9-99ff-eb6fa17ea8e0,a apresentação dos artigos está incrível,Palestra
3e11fb01-68a6-4df9-99ff-eb6fa17ea8e0,a apresentação dos artigos está incrível,Artigos
be28feaa-bc8c-45e6-b109-e943185c33f5,"com ênfase em representatividade:
ver mulheres liderando inspira",Representatividade
be28feaa-bc8c-45e6-b109-e943185c33f5,"com ênfase em representatividade:
ver mulheres liderando inspira",Inspiracao
be28feaa-bc8c-45e6-b109-e943185c33f5,"com ênfase em representatividade:
ver mulheres liderando inspira",Mulheres
be28feaa-bc8c-45e6-b109-e943185c33f5,"com ênfase em representatividade:
ver mulheres liderando inspira",Enfase
be28feaa-bc8c-45e6-b109-e943185c33f5,a meninas digitais mostra que presença importa,Mulheres
be28feaa-bc8c-45e6-b109-e943185c33f5,a meninas digitais mostra que presença importa,Organizacao
be28feaa-bc8c-45e6-b109-e943185c33f5,que inclusão real começa com acolhimento,Organizacao
be28feaa-bc8c-45e6-b109-e943185c33f5,que inclusão real começa com acolhimento,Inclusao
be28feaa-bc8c-45e6-b109-e943185c33f5,exemplo,Exemplo
be669223-c64d-4256-b488-d6a63a1f5117,"é muito incentivador ver outros projetos de meninas,",Mulheres
be669223-c64d-4256-b488-d6a63a1f5117,"é muito incentivador ver outros projetos de meninas,",Projetos
be669223-c64d-4256-b488-d6a63a1f5117,percebo como eles são importantes para o fortalecimento,Apoio
be669223-c64d-4256-b488-d6a63a1f5117,percebo como eles são importantes para o fortalecimento,Diaaaa
be669223-c64d-4256-b488-d6a63a1f5117,engajamento das meninas nos cursos de tecnologia,Engajamento
be669223-c64d-4256-b488-d6a63a1f5117,engajamento das meninas nos cursos de tecnologia,Aprendizado
be669223-c64d-4256-b488-d6a63a1f5117,engajamento das meninas nos cursos de tecnologia,Mulheres
be669223-c64d-4256-b488-d6a63a1f5117,engajamento das meninas nos cursos de tecnologia,Tecnologia
de8d707d-b7b7-43bd-9191-a060a88bb761,posters estão muito legais 💚,Posteres
8f0f4c0d-f2eb-4b18-8099-25bcd217a483,as meninas dando show na obi,Mulheres
8f0f4c0d-f2eb-4b18-8099-25bcd217a483,as meninas dando show na obi,Obi
bbce1d34-bf29-45d4-8ff1-5bc397a59a07,inovador,Inovacoes
be669223-c64d-4256-b488-d6a63a1f5117,se percebe a importância de criar espaços onde mulheres se sintam incluídas,Mulheres
be669223-c64d-4256-b488-d6a63a1f5117,se percebe a importância de criar espaços onde mulheres se sintam incluídas,Organizacao
be669223-c64d-4256-b488-d6a63a1f5117,se percebe a importância de criar espaços onde mulheres se sintam incluídas,Inclusao
bbce1d34-bf29-45d4-8ff1-5bc397a59a07,muitoo legal esse evento,Organizacao
86deea25-a256-41b3-9189-10ce396e3deb,triste porque perdi a palestra de manhã;(,Manha
86deea25-a256-41b3-9189-10ce396e3deb,triste porque perdi a palestra de manhã;(,Palestra
4bc0a904-0a38-4b33-b1de-cab5ea9cf808,muito boa a palestra,Palestra
4bc0a904-0a38-4b33-b1de-cab5ea9cf808,que massa o incentivo,Incentivo
c49c15fe-dc85-4357-b9ea-0311374c56f8,integração legal,Integracao
b3739f83-191f-483a-b695-efbe8e12def9,gostei bastante dos conteúdos abordados,Numeros
15e5d92b-4326-4e8c-9499-c40fba495716,"alegra meu coração em saber que as mulheres estão se envolvendo em pesquisas da computação, programação",Organizacao
15e5d92b-4326-4e8c-9499-c40fba495716,"alegra meu coração em saber que as mulheres estão se envolvendo em pesquisas da computação, programação",Mulheres
15e5d92b-4326-4e8c-9499-c40fba495716,"alegra meu coração em saber que as mulheres estão se envolvendo em pesquisas da computação, programação",Computacao
15e5d92b-4326-4e8c-9499-c40fba495716,"alegra meu coração em saber que as mulheres estão se envolvendo em pesquisas da computação, programação",Programacao
15e5d92b-4326-4e8c-9499-c40fba495716,"alegra meu coração em saber que as mulheres estão se envolvendo em pesquisas da computação, programação",Pesquisa
15e5d92b-4326-4e8c-9499-c40fba495716,a cada novo congresso os números crescem,Numeros
15e5d92b-4326-4e8c-9499-c40fba495716,a cada novo congresso os números crescem,Congresso
15e5d92b-4326-4e8c-9499-c40fba495716,"que mais faculdades motivem mulheres nas stem, fundamental para essa nova geração",Mulheres
15e5d92b-4326-4e8c-9499-c40fba495716,"que mais faculdades motivem mulheres nas stem, fundamental para essa nova geração",Aprendizado
15e5d92b-4326-4e8c-9499-c40fba495716,"que mais faculdades motivem mulheres nas stem, fundamental para essa nova geração",Organizacao
352e47bd-d2bf-4541-a6ce-6498a321db06,iniciativa bem enriquecedora,Projetos
5244efbb-01d2-4f7e-b505-4fd32300baff,muito alto nível os trabalhos da poeira sessão,Poeira
5244efbb-01d2-4f7e-b505-4fd32300baff,muito alto nível os trabalhos da poeira sessão,Sessao
5244efbb-01d2-4f7e-b505-4fd32300baff,muito alto nível os trabalhos da poeira sessão,Nivel
5244efbb-01d2-4f7e-b505-4fd32300baff,muito alto nível os trabalhos da poeira sessão,Trabalhos
9ea006aa-40fb-4edc-98dd-39d527a61d6d,amei todas as palestras,Palestra
429ddec8-9edb-4757-ab8b-fcdb61defd4e,amei as apresentações dos artigos,Palestra
429ddec8-9edb-4757-ab8b-fcdb61defd4e,amei as apresentações dos artigos,Artigos
8f0f4c0d-f2eb-4b18-8099-25bcd217a483,muito legal como estratégias de marketing podem modificar a percepção,Projetos
8f0f4c0d-f2eb-4b18-8099-25bcd217a483,muito legal como estratégias de marketing podem modificar a percepção,Perseveranca
8f0f4c0d-f2eb-4b18-8099-25bcd217a483,muito legal como estratégias de marketing podem modificar a percepção,Mercado
8f0f4c0d-f2eb-4b18-8099-25bcd217a483,o alcance dos projetos parceiros do meninas digitais,Mulheres
8f0f4c0d-f2eb-4b18-8099-25bcd217a483,o alcance dos projetos parceiros do meninas digitais,Projetos
8f0f4c0d-f2eb-4b18-8099-25bcd217a483,o alcance dos projetos parceiros do meninas digitais,Organizacao
4d59d2bb-694c-4bf2-b444-3b4b967095f1,o wit tem se mostrado a cada ano a sua relevância,Organizacao
8a9fc84a-4a91-46ee-b112-e39d627e2abd,foi ótimo participar da sessão de pôsteres wit,Posteres
8a9fc84a-4a91-46ee-b112-e39d627e2abd,foi ótimo participar da sessão de pôsteres wit,Sessao
8a9fc84a-4a91-46ee-b112-e39d627e2abd,uma experiência de apresentação valiosa,Experiencia
8a9fc84a-4a91-46ee-b112-e39d627e2abd,uma experiência de apresentação valiosa,Palestra
8a9fc84a-4a91-46ee-b112-e39d627e2abd,amei os brindes da sessão técnica de artigos,Sessao
8a9fc84a-4a91-46ee-b112-e39d627e2abd,amei os brindes da sessão técnica de artigos,Artigos
8a9fc84a-4a91-46ee-b112-e39d627e2abd,a busca pelos adesivos foi divertida,Engie
8a9fc84a-4a91-46ee-b112-e39d627e2abd,a busca pelos adesivos foi divertida,Compreensao
8a9fc84a-4a91-46ee-b112-e39d627e2abd,além de prestigiar ótimas apresentações,Palestra
8a9fc84a-4a91-46ee-b112-e39d627e2abd,além de prestigiar ótimas apresentações,Organizacao
67959b7b-0a25-4354-a35e-f5974a549323,"parabéns, meninas",Mulheres
1ced77b3-b5de-4d74-8882-f7ffe3d9ec30,ansiosa para os próximos dias,Organizacao
3efe71e2-c0d5-4596-b566-0ef34e7ff13d,a parte da apresentação que assisti estava ótima,Palestra
